record_id;sync_timestamp;device_id;patient_id;patient_ci;patient_name;patient_last_name_1;patient_last_name_2;patient_sex;patient_birth_date;patient_department;patient_municipality;patient_community;patient_indigenous;vaccination_date;vaccine_code;vaccine_name;dose_number;facility_code;facility_name;lot_number;storage_temp_celsius;patient_age_days;administration_route;gps_latitude;gps_longitude;gps_accuracy_meters;observations
MOVIL-002483;2024-08-06T09:44:46;TAB-OR-06;MOV-00853;84261970 OR;Eusebia;Torrez;Siñani;F;2/8/2010;Oruro;Antequera;Comunidad Calacoto;True;2024-08-06T07:20:59;VAC-025;Influenza Estacional;1.0;EST-OR-0258;Posta Sanitaria Villa Fátima;LOT-SNF-2024-101;2.6;5118;Intramuscular;-17.619.717;-66.451.305;50.0;Segunda visita - completar esquema
MOVIL-002484;2024-07-31T16:48:48;TAB-CH-04;MOV-00192;31822201 OR;David;Catari;Nina;M;6/7/2018;Oruro;Toledo;Comunidad Caripuyo;True;2024-07-31T08:30:24;VAC-025;Influenza Estacional;1.0;EST-OR-0249;Posta de Salud Tarapacá;LOT-BIO-2024-278;5.2;2217;Intramuscular;-17.355.587;-67.749.949;5.0;
MOVIL-002485;2024-08-08T15:18:11;TAB-PT-05;MOV-01173;;Freddy;Calle;Callisaya;M;23/5/1991;Oruro;Toledo;Comunidad San Pedro de Quemes;True;2024-08-08T16:25:52;VAC-024;dT Adulto;1.0;EST-OR-0258;Posta Sanitaria Villa Fátima;LOT-BIO-2024-877;7.8;12131;Intramuscular;-1.829.892;-6.780.942;10.0;Vacunación en unidad educativa
MOVIL-002486;2024-09-12T12:53:30;TAB-PT-05;MOV-00361;65387807 PT;Wálter;Copa;Nina;M;19/5/2021;Potosí;Puna;;True;2024-09-12T07:02:11;VAC-004;Pentavalente;3.0;EST-PT-0208;Puesto de Salud Senkata;LOT-BIO-2024-385;16.6;1212;Intramuscular;-1.925.212;-64.793.478;5.0;
MOVIL-002487;2025-03-12T11:26:16;TAB-OR-02;MOV-00466;63155971 CH;Carmen;Apaza;Paco;F;18/9/2020;Chuquisaca;Villa Abecia;Ayllu Qhara Qhara;True;2025-03-12T15:57:57;VAC-002;Pentavalente;1.0;EST-CH-0274;Policlínico Ciudad Satélite;LOT-GSK-2025-835;6.3;1636;Intramuscular;-19.743.383;-65.619.182;10.0;Segunda visita - completar esquema
MOVIL-002488;2025-03-28T15:06:28;TAB-OR-07;MOV-01087;;Eusebia;Alanoca;Chura;F;22/10/1999;Chuquisaca;Yamparáez;Ayllu Qhara Qhara;False;2025-03-28T09:19:47;VAC-024;dT Adulto;1.0;EST-CH-0271;Centro Materno Infantil Santiago de Lacaya;LOT-SNF-2025-327;5.5;9289;Intramuscular;-19.496.505;-64.371.476;5.0;Segunda visita - completar esquema
MOVIL-002489;2024-11-12T08:23:46;TAB-OR-04;MOV-00941;;Carmen;Choque Huanca;Condori Poma;F;21/7/2023;Potosí;Colquechaca;Comunidad Calacoto;False;2024-11-12T10:55:00;VAC-004;Pentavalente;3.0;EST-PT-0208;Puesto de Salud Senkata;BIO2024248;5.3;480;Intramuscular;-20.325.245;-66.765.282;15.0;
MOVIL-002490;2024-11-01T08:38:01;TAB-PT-07;MOV-00679;;Paola;Calle;Limachi;F;14/1/2019;Potosí;Ravelo;Comunidad Ravelo;True;2024-11-01T14:25:07;VAC-025;Influenza Estacional;1.0;EST-PT-0225;Posta de Salud Alalay;LOT-SII-2024-394;9.3;2118;Intramuscular;-1.920.891;-66.678.275;15.0;
MOVIL-002491;2024-06-12T08:18:12;TAB-OR-03;MOV-00003;66285250 CH;Dionisio;Alanoca;Copa;M;18/1/2022;Chuquisaca;Monteagudo;Comunidad Salinas;False;2024-06-12T13:52:32;VAC-004;Pentavalente;3.0;EST-CH-0267;Centro Ambulatorio Achumani;LOT-GSK-2024-191;4.4;876;Intramuscular;-18.574.311;-656.944;10.0;Campaña puerta a puerta
MOVIL-002492;2025-06-13T15:06:37;TAB-OR-03;MOV-00213;62069572 OR;David;Vargas;Colque;M;17/9/1991;Oruro;Caracollo;Ayllu Chayantaka;False;2025-06-13T11:32:14;VAC-024;dT Adulto;1.0;EST-OR-0248;Centro Ambulatorio Toro Toro;LOT-GSK-2025-616;3.5;12323;Intramuscular;-18.450.242;-67.719.266;50.0;
MOVIL-002493;2024-10-23T12:38:32;TAB-CH-06;MOV-00120;16135763 OR;José;Colque;Condori;M;4/10/2009;Oruro;Poopó;Ayllu Chayantaka;False;2024-10-23T07:30:39;VAC-024;dT Adulto;1.0;EST-OR-0254;Posta de Salud Unión;LOT-PFZ-2024-474;7.0;5498;Intramuscular;-1.858.829;-67.686.579;10.0;
MOVIL-002494;2025-05-12T16:29:26;TAB-OR-05;MOV-00050;;Francisca;Mamani;Condori;F;25/2/2024;Potosí;Ravelo;Ayllu Chayantaka;True;2025-05-12T09:00:32;VAC-021;Antiamarílica (FA);1.0;EST-PT-0211;Centro de Salud Villa Dolores;LOT-SNF-2025-739;3.5;442;Subcutánea;-20.045.148;-64.946.697;10.0;
MOVIL-002495;2025-05-22T14:30:03;TAB-PT-03;MOV-01037;;Paola;Condori;Quispe;F;1/9/2021;Potosí;Sacaca;Comunidad Huari;True;2025-05-22T08:51:26;VAC-001;BCG;1.0;TEMP-ESCUELA-002;Brigada Camargo;LOT-PFZ-2025-321;9.8;1359;Intradérmica;-19.777.252;-66.318.676;5.0;Segunda visita - completar esquema
MOVIL-002496;2024-02-06T07:48:45;TAB-CH-01;MOV-00408;95280222 CH;Celestino;Alanoca;Flores;M;9/11/2019;Chuquisaca;Yamparáez;Comunidad Calacoto;True;2024-02-06T13:03:16;VAC-021;Antiamarílica (FA);1.0;TEMP-BRIGADA-003;Punto Móvil Uncía;LOT-AZN-2024-367;12.0;1550;Subcutánea;-19.367.421;-64.730.746;15.0;
MOVIL-002497;2024-06-28T16:00:05;TAB-OR-04;MOV-00596;29245402 CH;Pedro;Choque;Condori;M;7/8/2014;Chuquisaca;Sucre;Ayllu Laymes;True;2024-06-28T08:38:19;VAC-025;Influenza Estacional;1.0;EST-CH-0288;Posta de Salud Temporal;LOT-SII-2024-824;4.5;3613;Intramuscular;-18.102.129;-65.873.235;25.0;
MOVIL-002498;2025-04-24T13:30:53;TAB-OR-05;MOV-00206;7739013 OR;Epifania;Colque;Ticona;F;31/10/2016;Oruro;Machacamarca;Ayllu Pocoata;False;2025-04-24T11:02:02;VAC-025;Influenza Estacional;1.0;EST-OR-0245;Micro Hospital Huayna Potosí;LOT-AZN-2025-953;3.7;3097;Intramuscular;-17.888.335;-66.976.557;25.0;
MOVIL-002499;2024-04-22T12:40:41;TAB-CH-07;MOV-00757;65625942 CH;Sofía;Chambi;Mamani;F;17/6/2023;Chuquisaca;Tarabuco;Sindicato Tacobamba;True;2024-04-22T08:16:18;VAC-008;Antipolio bOPV;2.0;EST-CH-0281;Centro Integral de Salud Urbarí;LOT-BIO-2024-403;10.3;310;Oral;-18.385.926;-66.250.482;15.0;Campaña puerta a puerta
MOVIL-002500;2025-02-28T07:52:34;TAB-PT-06;MOV-00909;27198027 PT;Freddy;Flores;Chura;M;10/5/2024;Potosí;Potosí;Comunidad Salinas;True;2025-02-28T07:26:49;VAC-012;Antineumocócica;1.0;EST-PT-0201;Centro Ambulatorio Chasquipampa;LOT-SII-2025-504;5.1;294;Intramuscular;-19.985.571;-65.046.963;50.0;
MOVIL-002501;2024-12-16T09:41:38;TAB-PT-03;MOV-00595;63091445 OR;Eusebio;Alanoca;Mendoza;M;26/1/2006;Oruro;Challapata;Sindicato Tacobamba;True;2024-12-16T09:44:03;VAC-025;Influenza Estacional;1.0;EST-OR-0263;Centro Ambulatorio Obrajes;LOT-PFZ-2024-393;3.3;6899;Intramuscular;-17.879.805;-67.366.345;15.0;Campaña puerta a puerta
MOVIL-002502;2025-02-26T10:09:01;TAB-PT-07;MOV-00655;84487487 PT;Silvia;Apaza;Rojas;F;16/12/2021;Potosí;Potosí;Ayllu Jukumani;True;2025-02-26T14:18:37;VAC-021;Antiamarílica (FA);1.0;EST-PT-0205;Centro Ambulatorio Mallasa;LOT-BIO-2025-303;10.9;1168;Subcutánea;-19.256.227;-65.937.007;5.0;
MOVIL-002503;2025-02-25T11:44:41;TAB-PT-07;MOV-00339;56638138 OR;Tomasa;Callisaya;Alanoca;F;29/7/1999;Oruro;Antequera;;False;2025-02-25T10:35:36;VAC-025;Influenza Estacional;1.0;EST-OR-0252;Posta Sanitaria Nueva Esperanza;LOT-GSK-2025-268;5.4;9343;Intramuscular;-18.292.253;-67.632.513;25.0;
MOVIL-002504;2024-09-28T14:18:45;TAB-PT-05;MOV-00856;18089267 PT;Grover;Quispe;Rojas;M;17/5/2005;Potosí;Colquechaca;Comunidad Quillacas;False;2024-09-28T14:26:40;VAC-025;Influenza Estacional;1.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-SII-2024-643;6.7;7074;Intramuscular;-19.407.219;-65.141.395;25.0;
MOVIL-002505;2024-12-20T07:20:42;TAB-PT-07;MOV-00254;54640153 PT;Francisca;Quispe;Nina;F;10/12/2018;Potosí;Potosí;;False;2024-12-20T16:41:44;VAC-025;Influenza Estacional;1.0;EST-PT-0231;Centro Materno Infantil La Cancha;LOT-SNF-2024-833;13.7;2202;Intramuscular;-18.726.683;-66.537.244;5.0;
MOVIL-002506;2024-09-21T09:29:28;TAB-CH-06;MOV-00782;83487320 CH;Daniela;Limachi;Nina;F;4/7/2024;Chuquisaca;Sucre;Comunidad Calacoto;True;2024-09-21T10:13:44;VAC-001;BCG;1.0;EST-CH-0274;Policlínico Ciudad Satélite;LOT-BIO-2024-138;5.6;79;Intradérmica;-18.920.291;-64.755.789;25.0;Brigada móvil comunitaria
MOVIL-002507;2024-09-20T07:57:00;TAB-PT-06;MOV-00868;7985481 CH;José;Torrez;Colque;M;19/10/2023;Chuquisaca;Zudáñez;Comunidad Tolapampa;True;2024-09-20T09:06:23;VAC-002;Pentavalente;1.0;EST-CH-0268;Centro Ambulatorio Cota Cota;LOT-SII-2024-703;5.6;337;Intramuscular;-19.769.922;-64.918.561;5.0;Segunda visita - completar esquema
MOVIL-002508;2025-02-22T11:09:40;TAB-OR-01;MOV-01057;55257061 PT;Wilmer;Alanoca;Apaza;M;3/4/1999;Potosí;Colquechaca;Ayllu Jukumani;False;2025-02-22T09:34:58;VAC-025;Influenza Estacional;1.0;EST-PT-0214;Policlínico Los Lotes;LOT-BIO-2025-733;16.1;9457;Intramuscular;-19.536.194;-6.597.499;25.0;Campaña puerta a puerta
MOVIL-002509;2024-10-14T07:46:07;TAB-OR-06;MOV-00672;4764993 OR;Saturnino;Tarqui;Chambi;M;15/10/2020;Oruro;Eucaliptus;Comunidad Huari;True;2024-10-14T07:01:09;VAC-011;Antipolio bOPV;5.0;EST-OR-0259;Centro Ambulatorio San Antonio;LOT-SNF-2024-216;16.4;1460;Oral;-18.672.689;-67.266.735;5.0;Brigada móvil comunitaria
MOVIL-002510;2024-03-18T14:28:59;TAB-CH-02;MOV-00561;19125271 PT;Freddy;Colque;Condori Poma;M;29/6/2013;Potosí;Tupiza;Comunidad Tinquipaya;True;2024-03-18T13:26:30;VAC-022;VPH;1.0;EST-PT-0211;Centro de Salud Villa Dolores;LOT-SNF-2024-618;8.7;3915;Intramuscular;-20.097.973;-65.530.705;10.0;Segunda visita - completar esquema
MOVIL-002511;2025-06-20T14:43:32;TAB-PT-06;MOV-00874;5448388 OR;Evaristo;Choque Huanca;Mendoza;M;13/5/2008;Oruro;Machacamarca;Ayllu Pocoata;True;2025-06-20T10:34:16;VAC-025;Influenza Estacional;1.0;EST-OR-0260;Posta de Salud Villa Victoria;LOT-PFZ-2025-403;3.0;6247;Intramuscular;-18.239.831;-67.067.613;5.0;Brigada móvil comunitaria
MOVIL-002512;2024-05-28T16:45:41;TAB-PT-07;MOV-00804;35394700 OR;Grover;Rojas;Callisaya;M;21/4/2022;Oruro;Salinas de Garci Mendoza;Comunidad Ravelo;True;2024-05-28T13:55:54;VAC-004;Pentavalente;3.0;TEMP-ESCUELA-002;Brigada Camargo;LOT-AZN-2024-687;6.2;768;Intramuscular;-17.246.515;-67.098.041;50.0;
MOVIL-002513;2024-05-29T15:37:38;TAB-PT-04;MOV-00478;99421626 PT;Celestino;Yapura;Quisbert;M;21/6/2023;Potosí;Ravelo;Comunidad Chacala;True;2024-05-29T10:00:10;VAC-009;Antipolio bOPV;3.0;EST-PT-0230;Centro Integral de Salud San Sebastián;LOT-SII-2024-389;2.4;343;Oral;-1.969.141;-64.563.141;10.0;Segunda visita - completar esquema
MOVIL-002514;2024-08-08T11:44:12;TAB-PT-02;MOV-00277;44942324 OR;Santusa;Chambi;Chura;F;27/3/2021;Oruro;Oruro;Ayllu Chayantaka;True;2024-08-08T07:50:54;VAC-020;SRP (Triple Viral);2.0;EST-OR-0242;Centro Integral de Salud Bartolina Sisa;LOT-SNF-2024-941;6.6;1230;Subcutánea;-18.739.897;-67.335.928;5.0;
MOVIL-002515;2024-12-18T13:09:46;TAB-PT-04;MOV-00494;81710501 CH;Grover;Marca;Choque;M;12/7/2010;Chuquisaca;Mojocoya;Ayllu Jukumani;True;2024-12-18T16:33:03;VAC-025;Influenza Estacional;1.0;EST-CH-0272;Centro Integral de Salud Senkata;LOT-BIO-2024-959;8.0;5273;Intramuscular;-18.457.699;-66.091.573;10.0;Vacunación en unidad educativa
MOVIL-002516;2024-07-17T09:19:08;TAB-CH-07;MOV-00437;68985200 PT;Evaristo;Yujra;Yujra;M;26/8/2006;Potosí;Sacaca;Ayllu Chayantaka;False;2024-07-17T12:51:44;VAC-025;Influenza Estacional;1.0;EST-PT-0208;Puesto de Salud Senkata;LOT-GSK-2024-672;6.9;6535;Intramuscular;-2.030.975;-66.109.516;100.0;Campaña puerta a puerta
MOVIL-002517;2024-05-04T15:46:22;TAB-OR-07;MOV-00740;;Marco;Condori;Machaca;M;17/3/1989;Chuquisaca;Sucre;;True;2024-05-04T10:59:31;VAC-025;Influenza Estacional;1.0;EST-CH-0271;Centro Materno Infantil Santiago de Lacaya;LOT-GSK-2024-668;7.8;12832;Intramuscular;-19.673.034;-6.485.229;5.0;
MOVIL-002518;2024-06-05T07:26:16;TAB-OR-02;MOV-00325;52989536 OR;Dionisio;Ticona;Nina;M;8/4/2005;Oruro;Machacamarca;;True;2024-06-05T13:29:14;;;1.0;EST-OR-0254;Posta de Salud Unión;LOT-PFZ-2024-767;4.5;6998;Intramuscular;-17.181.227;-67.652.356;25.0;
MOVIL-002519;2024-06-14T12:29:42;TAB-OR-07;MOV-00756;68976702 CH;Nayeli;Flores;Mamani Quispe;F;23/5/1988;Chuquisaca;Presto;Ayllu Qhara Qhara;True;2024-06-14T10:25:26;VAC-024;dT Adulto;1.0;EST-CH-0265;Puesto de Salud Chasquipampa;LOT-GSK-2024-140;7.4;13171;Intramuscular;-1.904.827;-65.796.599;10.0;Segunda visita - completar esquema
MOVIL-002520;2025-05-24T14:24:39;TAB-OR-02;MOV-00867;36066617 OR;Paola;Tarqui;Mamani Quispe;F;2/2/2023;Oruro;Oruro;Comunidad Caripuyo;True;2025-05-24T10:51:36;VAC-009;Antipolio bOPV;3.0;MOVIL-PT-001;Carpa Vacunación Huanuni;LOT-GSK-2025-679;5.9;842;Oral;-1.775.198;-67.881.612;15.0;Brigada móvil comunitaria
MOVIL-002521;2025-02-21T12:58:53;TAB-CH-02;MOV-00800;78908384 CH;Silvestre;Torrez;Choque Huanca;M;27/3/2022;Chuquisaca;Sucre;Ayllu Jukumani;True;2025-02-21T11:20:23;VAC-025;Influenza Estacional;1.0;EST-CH-0288;Posta de Salud Temporal;LOT-AZN-2025-916;14.3;1062;Intramuscular;-19.633.758;-66.178.578;5.0;Referido de posta vecina
MOVIL-002522;2024-02-21T13:31:01;TAB-CH-01;MOV-01086;55562032 OR;José;Torrez;Nina;M;5/4/2021;Oruro;Chipaya;Ayllu Jukumani;True;2024-02-21T16:15:15;VAC-008;Antipolio bOPV;2.0;EST-OR-0240;Posta Sanitaria Litoral;LOT-SNF-2024-550;5.4;1052;Oral;-18.046.186;-6.684.007;25.0;Brigada móvil comunitaria
MOVIL-002523;2025-05-22T09:45:32;TAB-OR-04;MOV-00983;12729096 CH;Gregoria;Siñani;Torrez;F;15/2/2020;Chuquisaca;Tarabuco;Ayllu Chayantaka;True;2025-05-22T13:21:35;VAC-025;Influenza Estacional;1.0;EST-CH-0291;Posta Sanitaria Valle Hermoso;LOT-SII-2025-977;8.3;1923;Intramuscular;-19.252.262;-66.164.442;5.0;
MOVIL-002524;2024-04-23T13:17:42;TAB-PT-06;MOV-01164;54755144 PT;Eusebia;Quisbert;Chambi;F;31/7/2023;Potosí;Uyuni;Comunidad San Pedro de Quemes;True;2024-04-23T15:43:18;VAC-004;Pentavalente;3.0;EST-PT-0232;Micro Hospital Chimba;LOT-AZN-2024-210;5.3;267;Intramuscular;-18.704.773;-64.727.582;5.0;
MOVIL-002525;2025-04-02T14:47:18;TAB-OR-05;MOV-01087;;Eusebia;Alanoca;Chura;F;22/10/1999;Chuquisaca;Yamparáez;Ayllu Qhara Qhara;False;2025-04-02T12:15:43;VAC-025;Influenza Estacional;1.0;EST-CH-0276;Puesto de Salud Plan 3000;LOT-GSK-2025-539;3.9;9294;Intramuscular;-19.767.579;-64.742.075;10.0;Referido de posta vecina
MOVIL-002526;2025-03-22T11:22:32;TAB-PT-01;MOV-00629;12511913 CH;Juan;Quisbert;Mamani Quispe;M;2/9/2018;Chuquisaca;Mojocoya;Comunidad Salinas;True;2025-03-22T10:04:28;VAC-025;Influenza Estacional;1.0;EST-CH-0277;Policlínico Pampa de la Isla;2025150;4.8;2393;Intramuscular;-18.145.217;-65.476.886;100.0;
MOVIL-002527;2024-06-05T09:55:23;TAB-CH-03;;;Daniel;Condori Poma;Siñani;M;23/9/2021;Potosí;Ravelo;Comunidad Ravelo;True;2024-06-05T11:12:41;VAC-025;Influenza Estacional;1.0;EST-PT-0216;Micro Hospital Equipetrol;LOT-SII-2024-303;11.8;986;Intramuscular;-20.410.505;-66.192.158;50.0;
MOVIL-002528;2024-10-01T09:53:04;TAB-PT-07;MOV-00521;6167373 OR;Marco;Yapura;Apaza;M;27/12/2000;Oruro;Chipaya;Comunidad Tinquipaya;False;2024-10-01T13:24:00;VAC-024;dT Adulto;1.0;EST-OR-0245;Micro Hospital Huayna Potosí;LOT-AZN-2024-419;4.8;8679;Intramuscular;-17.899.045;-67.564.103;10.0;Vacunación en unidad educativa
MOVIL-002529;2024-01-20T07:32:06;TAB-PT-05;MOV-00749;33482616 OR;Pedro;Chipana;Condori Poma;M;28/12/2023;Oruro;Chipaya;Ayllu Pocoata;False;2024-01-20T11:24:16;VAC-001;BCG;1.0;EST-OR-0240;Posta Sanitaria Litoral;LOT-PFZ-2024-746;10.1;23;Intradérmica;-18.729.121;-66.864.509;10.0;
MOVIL-002530;2025-01-10T12:44:28;TAB-PT-05;MOV-00535;;Óscar;Quispe;Choque Huanca;M;9/12/2020;Potosí;Tinguipaya;Ayllu Jukumani;False;2025-01-10T15:09:34;VAC-001;BCG;1.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-GSK-2025-318;5.4;1493;Intradérmica;-18.644.006;-64.722.483;5.0;
MOVIL-002531;2024-12-25T10:33:31;TAB-CH-01;MOV-01018;;Petrona;Mamani;Laura;F;21/8/2023;Potosí;Uncía;Comunidad Ravelo;False;2024-12-25T10:01:22;VAC-014;Antineumocócica;3.0;EST-PT-0210;Micro Hospital Ciudad Satélite;LOT-GSK-2024-351;3.6;492;Intramuscular;-20.033.447;-65.444.472;10.0;Referido de posta vecina
MOVIL-002532;2025-06-19T15:04:12;TAB-CH-05;MOV-01057;55257061 PT;Wilmer;Alanoca;Apaza;M;3/4/1999;Potosí;Colquechaca;Ayllu Jukumani;False;2025-06-19T08:36:25;VAC-024;dT Adulto;1.0;EST-PT-0225;Posta de Salud Alalay;LOT-SII-2025-168;4.9;9574;Intramuscular;-2.041.242;-65.003.993;5.0;
MOVIL-002533;2025-01-24T13:23:53;TAB-PT-07;MOV-00182;79445365 OR;Carlos;Quispe;Chura;M;18/9/2014;Oruro;Salinas de Garci Mendoza;Comunidad Tolapampa;True;2025-01-24T09:00:32;VAC-025;Influenza Estacional;1.0;EST-OR-0258;Posta Sanitaria Villa Fátima;LOT-GSK-2025-110;2.6;3781;Intramuscular;-17.633.358;-67.231.653;50.0;Vacunación en unidad educativa
MOVIL-002534;2024-04-13T10:33:52;TAB-PT-03;MOV-00071;90838873 PT;Celestino;Mendoza;Calle;M;16/8/2022;Potosí;Cotagaita;Ayllu Macha;True;2024-04-13T16:57:42;VAC-009;Antipolio bOPV;3.0;EST-PT-0232;Micro Hospital Chimba;LOT-SNF-2024-904;4.5;606;Oral;-19.590.065;-66.817.106;15.0;
MOVIL-002535;2024-12-24T14:29:01;TAB-CH-04;MOV-00434;77384571 CH;Carlos;Tarqui;Rojas;M;16/5/2021;Chuquisaca;Huacareta;Ayllu Pocoata;False;2024-12-24T14:37:55;VAC-001;BCG;1.0;EST-CH-0271;Centro Materno Infantil Santiago de Lacaya;LOT-AZN-2024-188;15.7;1318;Intradérmica;-19.506.666;-65.266.272;5.0;Brigada móvil comunitaria
MOVIL-002536;2025-01-30T13:17:37;TAB-PT-06;MOV-00541;33121967 PT;Silvestre;Ticona;Laura;M;13/10/2019;Potosí;Uyuni;Comunidad Quillacas;True;2025-01-30T13:10:02;VAC-025;Influenza Estacional;1.0;EST-PT-0204;Posta Sanitaria Cota Cota;LOT-SII-2025-664;10.9;1936;Intramuscular;-19.771.218;-64.705.705;15.0;Referido de posta vecina
MOVIL-002537;2025-06-05T15:24:20;TAB-PT-04;MOV-00183;44193996 PT;Freddy;Mamani;Copa;M;11/1/2008;Potosí;Villazón;Sindicato Tacobamba;True;2025-06-05T12:41:14;VAC-024;dT Adulto;1.0;EST-PT-0227;Posta de Salud Valle Hermoso;LOT-SII-2025-287;4.0;6355;Intramuscular;-19.286.244;-66.463.626;10.0;Campaña puerta a puerta
MOVIL-002538;2025-05-17T12:10:00;TAB-CH-01;MOV-00048;6409861 CH;Jorge;Quisbert;Calle;M;6/12/2020;Chuquisaca;Mojocoya;Comunidad Chipaya;False;2025-05-17T13:42:48;;;2.0;EST-CH-0276;Puesto de Salud Plan 3000;LOT-SII-2025-684;3.8;1623;Subcutánea;-19.323.216;-65.926.423;15.0;Segunda visita - completar esquema
MOVIL-002539;2024-08-24T08:47:19;TAB-PT-05;MOV-00727;58050790 PT;Daniela;Villca;Ticona;F;21/5/2024;Potosí;Uyuni;Comunidad San Pedro de Quemes;True;2024-08-24T12:50:04;VAC-002;Pentavalente;1.0;EST-PT-0219;Puesto de Salud Hamacas;LOT-PFZ-2024-138;8.1;95;Intramuscular;-18.818.004;-65.731.318;10.0;Vacunación en unidad educativa
MOVIL-002540;2024-02-26T13:26:09;TAB-PT-02;MOV-00726;;José;Machaca;Chambi;M;7/8/2022;Chuquisaca;Villa Serrano;Comunidad Quillacas;False;2024-02-26T08:38:54;VAC-003;Pentavalente;2.0;EST-CH-0272;Centro Integral de Salud Senkata;LOT-AZN-2024-125;5.2;568;Intramuscular;-1.824.322;-65.258.463;25.0;
MOVIL-002541;2025-05-16T14:43:38;TAB-OR-04;MOV-00483;29110905 PT;Francisca;Catari;Yapura;F;17/10/2019;Potosí;Potosí;Sindicato Tacobamba;True;2025-05-16T07:24:08;VAC-025;Influenza Estacional;1.0;EST-PT-0216;Micro Hospital Equipetrol;LOT-AZN-2025-986;12.0;2038;Intramuscular;-19.990.626;-64.635.352;5.0;
MOVIL-002542;2024-11-29T11:53:46;TAB-CH-03;MOV-01107;9626686 OR;Carlos;Flores;Poma;M;21/10/2023;Oruro;Huanuni;Comunidad Culpina;True;2024-11-29T12:04:35;VAC-007;Antipolio IPV;1.0;EST-OR-0247;Centro Integral de Salud Tunari;LOT-PFZ-2024-760;15.4;405;Intramuscular;-1.784.248;-67.620.008;100.0;
MOVIL-002543;2024-08-17T07:50:47;TAB-CH-04;MOV-00538;68087885 OR;Sofía;Colque;Tarqui;F;29/3/2017;Oruro;Antequera;Comunidad Ravelo;True;2024-08-17T09:01:34;VAC-025;Influenza Estacional;1.0;EST-OR-0237;Centro Ambulatorio Franz Tamayo;LOT-BIO-2024-983;17.8;2698;Intramuscular;-1.774.436;-66.514.677;5.0;Vacunación en unidad educativa
MOVIL-002544;2024-03-18T12:07:44;TAB-PT-04;MOV-00092;8022336 OR;Eusebia;Apaza;Nina;F;18/10/2004;Oruro;Eucaliptus;Comunidad Ocurí;True;2024-03-18T07:03:47;VAC-025;Influenza Estacional;1.0;EST-OR-0248;Centro Ambulatorio Toro Toro;LOT-PFZ-2024-976;9.6;7091;Intramuscular;-17.617.165;-67.261.255;25.0;
MOVIL-002545;2024-04-16T07:02:19;TAB-CH-04;MOV-01103;69637338 OR;Marco;Colque;Ticona;M;7/4/2021;Oruro;Challapata;Ayllu Macha;True;2024-04-16T12:23:15;VAC-007;Antipolio IPV;1.0;EST-OR-0258;Posta Sanitaria Villa Fátima;LOT-BIO-2024-793;4.6;1105;Intramuscular;-17.914.482;-66.859.635;5.0;Brigada móvil comunitaria
MOVIL-002546;2024-07-30T07:36:33;TAB-PT-04;MOV-00151;49436828 CH;Bernarda;Choque Huanca;Yapura;F;14/10/2020;Chuquisaca;Zudáñez;Ayllu Jukumani;True;2024-07-30T12:31:31;VAC-001;BCG;1.0;EST-CH-0289;Centro Ambulatorio Alalay;LOT-GSK-2024-477;4.7;1385;Intradérmica;-19.088.511;-66.135.072;100.0;
MOVIL-002547;2024-04-18T08:52:38;TAB-CH-01;MOV-00543;42592253 CH;Marco;Mamani;Colque;M;13/3/2016;Chuquisaca;Zudáñez;Comunidad Salinas;True;2024-04-18T15:19:24;VAC-025;Influenza Estacional;1.0;EST-CH-0265;Puesto de Salud Chasquipampa;LOT-AZN-2024-638;3.1;2958;Intramuscular;-18.245.595;-64.334.813;15.0;Brigada móvil comunitaria
MOVIL-002548;2024-12-02T12:26:25;TAB-OR-04;MOV-00247;94616745 OR;Jorge;Calle;Siñani;M;9/1/2023;Oruro;Machacamarca;Ayllu Chayantaka;True;2024-12-02T11:02:25;VAC-004;Pentavalente;3.0;EST-OR-0263;Centro Ambulatorio Obrajes;LOT-PFZ-2024-324;13.1;693;Intramuscular;-18.712.892;-66.704.583;100.0;
MOVIL-002549;2024-02-20T12:15:25;TAB-PT-05;MOV-00744;50781286 PT;Rosa;Yujra;Catari;F;30/8/2016;Potosí;Puna;Ayllu Laymes;True;2024-02-20T13:12:46;VAC-025;Influenza Estacional;1.0;EST-PT-0228;Micro Hospital Cerro Verde;LOT-GSK-2024-540;1.9;2730;Intramuscular;-19.515.673;-656.607;10.0;
MOVIL-002550;2024-10-18T13:32:47;TAB-OR-02;MOV-00619;8770032 CH;Edwin;Chambi;Callisaya;M;10/12/2022;Chuquisaca;Padilla;Comunidad San Pedro de Quemes;False;2024-10-18T09:42:37;VAC-005;Pentavalente;4.0;EST-CH-0270;Centro de Salud Kupini;LOT-BIO-2024-435;7.0;678;Intramuscular;-18.593.055;-64.788.425;5.0;
MOVIL-002551;2024-11-23T10:14:29;TAB-CH-01;MOV-00676;32638829 OR;Santusa;Marca;Mendoza;F;1/2/2020;Oruro;Poopó;Ayllu Qhara Qhara;True;2024-11-23T10:33:22;VAC-008;Antipolio bOPV;2.0;EST-OR-0240;Posta Sanitaria Litoral;LOT-PFZ-2024-511;8.7;1757;Oral;-17.993.154;-67.877.475;10.0;
